,ID,PDF saved,Document Link,Franchisor,Name of Franchise,Document Type,Year,File Number,Notes,Received Date,Added On
235,PDF0235,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={1DF42522-693E-476E-BB75-F93DE3338F55},"Tropical Smoothie Cafe, LLC",Tropical Smoothie Cafe,Disclosure Form,2016,4953,,4/12/2016,05/25/2016
236,PDF0236,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={8086AA6C-0000-C150-A4E7-ED386F04FA8D},H&R Block Tax Services LLC,H&R Block,Disclosure Form,2019,5,MARKED FDD,07/29/2019,08/19/2019
237,PDF0237,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A64F53E6-5BD0-464B-AE3A-B0625D3F57BF},Liquid Capital of America Corp.,Liquid Capital,Disclosure Form,2017,5011,blackline,03/17/2017,04/21/2017
238,PDF0238,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={FB5078BF-885E-48C0-87CE-99EBEA87467B},Liquid Capital of America Corp.,Liquid Capital,Disclosure Form,2017,5011,Clean,03/17/2017,04/21/2017
239,PDF0239,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={EE63DF9A-0FEE-4F77-ABE1-62CC6AEE3AA5},"TeamLogic, Inc.",TeamLogic,Disclosure Form,2015,5015,Amended-Blacklined changes/pages,6/4/2015,6/10/2015
240,PDF0240,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={30B03A63-0000-C31A-B703-7705158B5166},"TeamLogic, Inc.",TeamLogicIT,Disclosure Form,2018,5015,Blacklined Franchise Agreement,03/21/2018,5/7/2018
241,PDF0241,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7582376D-E064-446E-B455-FC7ED0BB9E2C},ABRAKADOODLE INC,ABRAKADOODLE INC FRANCHISE AGREEMENT,Disclosure Form,2013,5043,,4/2/2013,4/10/2013
242,PDF0242,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={50673D79-0000-C920-BDFF-0E21979B2CD4},Fleet Feet,Fleet Feet,Disclosure Form,2021,5095,Clean FDD,4/9/2021,5/5/2021
243,PDF0243,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={40673D79-0000-CB55-BA8C-A9E95D117AF3},Fleet Feet,Fleet Feet,Disclosure Form,2021,5095,Blackline FDD,4/9/2021,5/5/2021
244,PDF0244,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={4FE454EC-080A-4A91-8053-D366F0612E4E},"Interstate Battery Franchising and Development, Inc.",Interstate All Battery Center,Disclosure Form,2014,5119,FA redlined,07/24/2014,4/1/2015
245,PDF0245,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={766E0469-A9A9-4B3F-9E69-458E1A0A5357},"Interstate Battery Franchising and Development, Inc.",Interstate All Battery Center,Disclosure Form,2014,5119,FDD redlined,07/24/2014,4/1/2015
246,PDF0246,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C7F16798-798E-4667-A91F-C1EC75150389},"Interstate Battery Franchising and Development, Inc.",Interstate All Battery Center,Disclosure Form,2014,5119,FDD Complete Clean,07/24/2014,4/1/2015
247,PDF0247,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={4B6C213B-7C09-43C9-A86B-AEF13224D6F7},"Precision Holdings of Brevard, Inc.",Precision Door Service,Disclosure Form,2015,5125,,03/13/2015,03/18/2015
248,PDF0248,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={920C30AD-0E99-4919-BE48-2080667F7C2F},"Precision Holdings of Brevard, Inc.",Precision Door Service,Disclosure Form,2016,5125, ,03/14/2016,4/5/2016
249,PDF0249,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F690565E-E336-4A72-AB8C-4454BBB6B1B9},"Precision Holdings of Brevard, Inc.",Precision Door Service,Disclosure Form,2017,5125,FDD,03/14/2017,04/27/2017
250,PDF0250,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={806B2763-0000-C87F-9648-64DA142BABE0},"Firehouse of America, LLC",Firehouse Subs,Disclosure Form,2018,5159,Marked FDD,04/19/2018,5/3/2018
251,PDF0251,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={806B2763-0000-C210-BF98-188DCDAD8539},"Firehouse of America, LLC",Firehouse Subs,Disclosure Form,2018,5159,CLEAN FDD,04/19/2018,5/3/2018
252,PDF0252,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2DAB9433-A3BF-4823-B0C0-327E6EE727FE},"CP Franchising, LLC",Cruise Planners,Disclosure Form,2016,5202, ,03/15/2016,03/28/2016
253,PDF0253,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2880764D-FF76-4D06-BCDF-4C548C054488},"Sport Clips, Inc.",Sport Clips,Disclosure Form,2017,5263,FDD Clean,03/30/2017,04/27/2017
254,PDF0254,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={9B2160BE-1777-473C-B2AD-A249B3BF1E61},"Sport Clips, Inc.",Sport Clips,Disclosure Form,2017,5263,FDD Redline,03/30/2017,04/27/2017
255,PDF0255,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B64414EB-7970-44BB-9BFF-7E04291CC035},LearningRx Franchise Corporation,LearningRx Training Camp,Disclosure Form,2017,5355,Blackline FDD,12/30/2016,01/20/2017
256,PDF0256,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2035D760-0000-CD5E-892E-4D781C686649},LearningRx Franchise Corporation,LearningRx Training Camp,Disclosure Form,2018,5355,Blackline FDD,12/22/2017,1/8/2018
257,PDF0257,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2035D760-0000-C415-9A4E-471672135150},LearningRx Franchise Corporation,LearningRx Training Camp,Disclosure Form,2018,5355,Clean FDD,12/22/2017,1/8/2018
258,PDF0258,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={631442CF-C907-49DE-B43A-1251F5D82977},JERSEY MIKE'S FRANCHISE SYSTEMS INC,JERSEY MIKE'S FRANCHISE SYSTEMS INC F/A,Disclosure Form,2013,5389,,4/3/2013,4/12/2013
259,PDF0259,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={5BF5E856-5CA6-4E18-862D-15C8D362755B},ComForcare Health Care Holdings,ComForcare Senior Services,Disclosure Form,2016,5404,red lined,03/31/2016,05/24/2016
260,PDF0260,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={87A35BAE-A427-4246-BEF1-2DCAF6A55E2B},ComForcare Health Care Holdings,ComForcare Senior Services,Disclosure Form,2016,5404,,03/31/2016,05/24/2016
261,PDF0261,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F1D5C81D-56F7-45EB-B0C0-D90DDF973458},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2014,5418,FDD,04/17/2014,04/30/2014
262,PDF0262,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C0264A20-90C1-4833-B9F4-987AB4874186},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2014,5418,Audited Financials,04/17/2014,04/30/2014
263,PDF0263,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={314214A1-97DF-4786-B63E-CD27261FBA05},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2014,5418,Consent of Accountant,04/17/2014,04/30/2014
264,PDF0264,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={1C4FC21E-C3B0-44B6-91D2-5F5D691CA9B4},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2014,5418,FDD,04/17/2014,04/30/2014
265,PDF0265,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B5DBECCE-B3E5-42B7-AF8C-844792E980C7},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2014,5418,Audited Financials,04/17/2014,04/30/2014
266,PDF0266,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={47233EF2-9107-46EC-8965-4FF7B102EB50},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2014,5418,Consent to Service,04/17/2014,04/30/2014
267,PDF0267,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={41937972-AFFE-4F0A-9864-89FD87250470},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2014,5418,Costs and Source of Funds,04/17/2014,04/30/2014
268,PDF0268,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F9FBD29C-DC12-4587-B017-2D9A0EB00E3F},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2014,5418,Consent of Accountant,04/17/2014,04/30/2014
269,PDF0269,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={DC50706F-A4DF-4716-A415-F5363AD60A05},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2014,5418,Consent to Service,04/17/2014,04/30/2014
270,PDF0270,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={803295D3-8A62-4980-8A98-9582AB4EC781},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2014,5418,Costs and Source of Funds,04/17/2014,04/30/2014
271,PDF0271,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={1096C62F-5EC8-4665-8CC2-5C30883CD224},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2015,5418,Service of Process,4/9/2015,04/17/2015
272,PDF0272,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={06477841-6857-414C-8942-86F583F2BCEB},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2015,5418,Cost and Source of Funds,4/9/2015,04/17/2015
273,PDF0273,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={31C0735B-040D-4B8E-909A-0BD95949BB84},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2015,5418,Auditor Consent,4/9/2015,04/17/2015
274,PDF0274,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={6F94C7C8-DF98-41B5-8E73-FD6820E98BA0},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2015,5418,FDD - Redline,4/9/2015,04/17/2015
275,PDF0275,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={9C5AFD4F-5975-44B4-A479-C3779497F8DD},"Cellairis Franchise, Inc.",Cellairis,Disclosure Form,2015,5418,FDD - Clean,4/9/2015,04/17/2015
276,PDF0276,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={AF3742F0-E54B-4388-8605-47DE8D8A2A42},WINGSTOP RESTAURANTS INC,WINGSTOP RESTAURANTS INC F/A,Disclosure Form,2012,5434,,,05/16/2012
277,PDF0277,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A0BC3872-0000-CC16-B3F7-34208A1120BE},"InXpress, LLC",InXpress,Disclosure Form,2020,5437,,4/6/2020,05/21/2020
278,PDF0278,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E394B64C-05F5-490F-BF7A-DA609D996A69},"New Horizons Franchising Group, Inc.",New Horizons,Disclosure Form,2015,5441,FDD Marked,4/3/2015,04/13/2015
279,PDF0279,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A9151F2D-4513-456A-A134-985BA9DC78BA},"New Horizons Franchising Group, Inc.",New Horizons,Disclosure Form,2015,5441,FDD Clean,4/3/2015,04/13/2015
280,PDF0280,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={80900472-0000-CF3A-A637-5D1EEC713C49},"Elements Therapeutic Massage, LLC",Elements Massage,Disclosure Form,2020,5517,clean FDD,03/30/2020,5/11/2020
281,PDF0281,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={565C2F42-B214-4595-97DC-2BCB42030281},"FranNet, LLC",FranNet,Disclosure Form,2014,5573,FDD clean,03/28/2014,4/10/2014
282,PDF0282,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={4C3A3B65-5E89-4FFE-B3B0-6539521195C2},"FranNet, LLC",FranNet,Disclosure Form,2016,5573,FDD,4/1/2016,05/24/2016
283,PDF0283,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={40F51271-0000-C119-8AE8-A319C79EF5C7},"FranNet, LLC",FranNet,Disclosure Form,2020,5573,MARKED FDD,3/10/2020,03/25/2020
284,PDF0284,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={28CC056E-C612-44A4-BD3D-2CE99C660A4E},"Acceleration Products, INc.",Athletic Republic,Disclosure Form,2016,5771,,04/29/2016,05/17/2016
285,PDF0285,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E8BA0974-277F-4410-B7C3-DE731CA78CE2},Lillians Shoppes LLC,Lillians Shoppes LLC,Disclosure Form,2015,5904,Annual Renewal,4/7/2015,04/16/2015
286,PDF0286,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={04B259DD-B8FA-4C3D-B663-9C088B1AB04A},Lillians Shoppes LLC,Lillians Shoppes LLC,Disclosure Form,2015,5904,Order Amending Registration,4/7/2015,04/16/2015
287,PDF0287,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={9BAA535A-100A-43BD-AFA3-91B49D42763B},Lillians Shoppes LLC,Lillians Shoppes LLC,Disclosure Form,2015,5904,Receipt,4/7/2015,04/16/2015
288,PDF0288,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={8596DFE5-3164-482A-9FB9-F189711181D3},Lillians Shoppes LLC,Lillians Shoppes LLC,Disclosure Form,2015,5904,Consent to Service of Process,4/7/2015,04/16/2015
289,PDF0289,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7A4783FC-237C-4078-85CC-38E7EBD3DFF0},Lillians Shoppes LLC,Lillians Shoppes LLC,Disclosure Form,2015,5904,Consent of Accountant,4/7/2015,04/16/2015
290,PDF0290,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={87861B15-31C8-4AE1-9D29-387465E82369},Lillians Shoppes LLC,Lillians Shoppes LLC,Disclosure Form,2015,5904,Registration Application,4/7/2015,04/16/2015
291,PDF0291,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={5A594C3C-AB02-477A-A7BC-C49EA21F39D1},Lillians Shoppes LLC,Lillians Shoppes LLC,Disclosure Form,2015,5904,Franchisor Cost and Source of Funds,4/7/2015,04/16/2015
292,PDF0292,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={71DB8C14-31FE-4B24-B22E-B3EBD8069323},Lillians Shoppes LLC,Lillians Shoppes LLC,Disclosure Form,2015,5904, ,4/7/2015,04/16/2015
293,PDF0293,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D8808DD0-AFC0-4FBB-B15D-8EF8C1778432},"Freshii Development, LLC",Freshii,Disclosure Form,2015,5920,Marked FDD,04/17/2015,04/22/2015
294,PDF0294,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={80E867CD-E486-4179-8A3C-4F6AB0191393},Sola Franchise Corporation,Sola,Disclosure Form,2014,5953,Annual Renewal,03/27/2014,4/3/2014
295,PDF0295,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={DE9CC498-5EB9-4B59-AF84-0AE7606F483F},Sola Franchise Corporation,Sola,Disclosure Form,2014,5953,Blacklined FDD,03/27/2014,4/3/2014
296,PDF0296,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={AE8FEDA6-07D3-4293-B159-4E10968F9C00},Sola Franchise Corporation,Sola,Disclosure Form,2014,5953,Receipt,03/27/2014,4/3/2014
297,PDF0297,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0C6DF14D-2704-46BE-AD16-E65518A63E29},Sola Franchise Corporation,Sola,Disclosure Form,2014,5953,Clean FDD,03/27/2014,4/3/2014
298,PDF0298,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C000C472-0000-C21B-A92A-8B9FA21DE4CA},"Farrell's eXtreme Bodyshaping, Inc.",Farrell's eXtreme Bodyshaping,Disclosure Form,2020,5977,CLEAN FDD,05/20/2020,06/17/2020
299,PDF0299,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F6904A9A-1939-4D5D-9DDB-D56FBCAA7FB1},COIT Services Inc,COIT Drapery and Carpet Cleaners COIT Carpe,Disclosure Form,2015,5993,Redlined FDD,03/30/2015,04/17/2015
300,PDF0300,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={DA99F40C-2BDB-4CF9-AD0E-BA1B63A84F46},COIT Services Inc,COIT Drapery and Carpet Cleaners COIT Carpe,Disclosure Form,2015,5993,Clean FDD,03/30/2015,04/17/2015
301,PDF0301,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D79E41AD-EF19-470C-B5F7-0561F555DD1C},"COIT SERVICES, INC.",COIT,Disclosure Form,2017,5993,Redlined FDD,04/17/2017,06/26/2017
302,PDF0302,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D036A073-0100-CB1B-9C16-B3111E792938},SCA Franchising Corporation,SCA Appraisal Services,Disclosure Form,2020,6018,,6/11/2020,07/30/2020
303,PDF0303,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={60471D7B-0000-C35E-83E2-B71414BAEC66},SCA Franchising Corporation,SCA Appraisal Services,Disclosure Form,2021,6018,,06/15/2021,8/6/2021
304,PDF0304,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={191FEB81-EA25-4A74-ABA7-5FB34DAEE154},MIDAS INTERNATIONAL CORPORATION SPEEDEE WORLDWIDE,MIDAS/SPEEDEE SHOP FRANCHISE AGREEMENT,Disclosure Form,2012,6130,,,07/25/2012
305,PDF0305,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={00C08266-0000-C12E-A450-D3B78487A5C9},"Buji, LLC",ActionCoach,Disclosure Form,2018,6149,AR FDD redline,06/18/2018,10/17/2018
306,PDF0306,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A0B68266-0000-CFA4-B613-89976CD211C4},"Buji, LLC",ActionCoach,Disclosure Form,2018,6149,AR FDD redline,06/18/2018,10/17/2018
307,PDF0307,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={BC0324CA-9EC5-40B0-849A-5D9B6709555C},"Auto Driveaway Franchise Systems, LLC",Auto Driveaway,Disclosure Form,2015,6216,,04/21/2015,04/23/2015
308,PDF0308,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={AD6F8FAC-852B-4F77-85BD-7238D1B87A22},"Auto Driveaway Franchise Systems, LLC",Auto Driveaway,Disclosure Form,2015,6216,,04/21/2015,04/23/2015
309,PDF0309,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2DBDB849-3E6C-427A-A48F-AF652140C21E},"Auto Driveaway Franchise Systems, LLC",Auto Driveaway,Disclosure Form,2015,6216,,04/21/2015,04/23/2015
310,PDF0310,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={13E08F8E-7FEC-40FD-A0AF-3826B5C2EEA7},"Auto Driveaway Franchise Systems, LLC",Auto Driveaway,Disclosure Form,2015,6216,,04/21/2015,04/23/2015
311,PDF0311,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F543FBE5-13B7-40F2-8946-6F1D694B4F47},"Auto Driveaway Franchise Systems, LLC",Auto Driveaway,Disclosure Form,2015,6216,,04/21/2015,04/23/2015
312,PDF0312,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C02F656D-F928-43C6-A9C6-8A963F69B20C},"Auto Driveaway Franchise Systems, LLC",Auto Driveaway,Disclosure Form,2015,6216,,04/21/2015,04/23/2015
313,PDF0313,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={77BE1BC5-996A-4C65-9AF5-A8CB62FEE66B},"Auto Driveaway Franchise Systems, LLC",Auto Driveaway,Disclosure Form,2015,6216,,04/21/2015,04/23/2015
314,PDF0314,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={BC0160AD-0CE8-4F6C-81AA-19AB93F22B6D},"Auto Driveaway Franchise Systems, LLC",Auto Driveaway,Disclosure Form,2015,6216, ,04/21/2015,04/23/2015
315,PDF0315,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D0DDF799-F4E0-47FD-B012-A49F51A486A9},"AEFC, Inc",Adam  Eve,Disclosure Form,2015,6233,Marked FDD,04/23/2015,06/26/2015
316,PDF0316,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D5A89C76-67FF-402F-94BA-EA70D68ACA41},"Pandora Franchising, LLC",Pandora,Disclosure Form,2016,6324,blackline FDD,04/13/2016,05/24/2016
317,PDF0317,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={CC116123-C2A5-4081-B0D6-52D35002E495},"Pandora Franchising, LLC",Pandora,Disclosure Form,2016,6324,Clean FDD,04/13/2016,05/24/2016
318,PDF0318,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C073D962-0000-C72E-93FB-0FF29CEBA4CA},"Pandora Franchising, LLC",Pandora,Disclosure Form,2018,6324,Redline FDD OK,4/12/2018,04/18/2018
319,PDF0319,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B073D962-0000-CC50-A445-87E91D472E1A},"Pandora Franchising, LLC",Pandora,Disclosure Form,2018,6324,2018 Pandora FDD - Clean,4/12/2018,04/18/2018
320,PDF0320,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F081EC72-0000-C044-B6F7-BFCC94315849},"Pandora Franchising, LLC",Pandora,Disclosure Form,2020,6324,Pandora 2020 BL FDD complete,5/7/2020,06/25/2020
321,PDF0321,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E081EC72-0000-C55F-8C76-CE1335B0B58C},"Pandora Franchising, LLC",Pandora,Disclosure Form,2020,6324,"Pandora 2020 FDD, complete, clean",5/7/2020,06/25/2020
322,PDF0322,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={19FF9FE2-93B0-4EA1-A5B0-2D84A15F38CC},Get In Shape Franchise,Get In Shape for Women,Disclosure Form,2015,6375,Franchise Disclosure Document,5/8/2015,05/28/2015
323,PDF0323,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={4032CF7A-0000-CA77-9567-0095A4595C50},Zoup! Systems LLC,Zoup!,Disclosure Form,2021,6393,,5/3/2021,07/22/2021
324,PDF0324,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={4032CF7A-0000-C010-82F9-E8F45C620E3E},Zoup! Systems LLC,Zoup!,Disclosure Form,2021,6393,,5/3/2021,07/22/2021
325,PDF0325,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C0361173-0000-C3B7-B8D1-E574E91A245B},"ActiKare, Inc.",ActiKare In Home Care Services,Disclosure Form,2020,6442,REDLINED FDD,05/15/2020,7/2/2020
326,PDF0326,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C0361173-0000-C074-A66F-2E5773FEA424},"ActiKare, Inc.",ActiKare In Home Care Services,Disclosure Form,2020,6442,CLEAN FDD,05/15/2020,7/2/2020
327,PDF0327,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B0361173-0000-C6BB-9AE8-8492573EDBAF},"ActiKare, Inc.",ActiKare In Home Care Services,Disclosure Form,2020,6442,REDLINED FDD,05/15/2020,7/2/2020
328,PDF0328,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B0361173-0000-CE72-A7A6-7451D99D9F5F},"ActiKare, Inc.",ActiKare In Home Care Services,Disclosure Form,2020,6442,CLEAN FDD,05/15/2020,7/2/2020
329,PDF0329,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0A07FDE3-1FED-468D-8C47-615956D65836},"Transworld Business Advisors, LLC",Transworld,Disclosure Form,2016,6549,,03/30/2016,05/24/2016
330,PDF0330,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={992F88E9-E8E9-4477-BA85-61C81F32B1B7},"Transworld Business Advisors, LLC",Transworld,Disclosure Form,2016,6549,,03/30/2016,05/24/2016
331,PDF0331,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={998A58A5-ADD4-4D14-81C5-91028A3BDDC9},"Xtend Holdings, LLC",Xtend,Disclosure Form,2016,6581,FDD blackline,2/8/2016,02/22/2016
332,PDF0332,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0CFC5541-C741-4910-BED6-0845F573AA5E},"V's Barbershop Franchising, LLC",V's Barbershop,Disclosure Form,2017,6612,Blacklined FDD,03/28/2017,5/9/2017
333,PDF0333,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={082DB50D-E2B1-423D-8208-DBAFA8CDBA07},"V's Barbershop Franchising, LLC",V's Barbershop,Disclosure Form,2017,6612,Clean FDD,03/28/2017,5/9/2017
334,PDF0334,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={06AEC0D1-BB03-4F44-A585-E1446EDFA44C},"ZIPS Franchising, LLC",ZIPS Dry Cleaners,Disclosure Form,2017,6627,Black-lined FDD,4/6/2017,5/9/2017
335,PDF0335,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={EB5A0D14-506C-497A-BBD9-5CA0EB1B8A52},BLACK BEAR DINERS INC,BLACK BEAR DINERS INC F/A,Disclosure Form,2013,6637,,10/14/2013,10/21/2013
336,PDF0336,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B026E27C-0000-C019-A29A-047622F5CC5B},UBuildIt Holdings LLC,UBuildIt,Disclosure Form,2021,6695,,04/19/2021,11/2/2021
337,PDF0337,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D0D4FD57-05F8-4506-8041-CA4637921BCB},American Leak Detection Inc.,American Leak Detection,Disclosure Form,2017,6711,Marked FDD,03/30/2017,04/27/2017
338,PDF0338,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2B3F4B56-F25B-479D-AAC3-50FB6B597CE9},American Leak Detection Inc.,American Leak Detection,Disclosure Form,2017,6711, Clean FDD,03/30/2017,04/27/2017
339,PDF0339,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F0BB5E71-0000-CE30-80FA-061520DC1D8B},"HOMESMART INTERNATIONAL, LLC",HOMESMART,Disclosure Form,2020,6720,CLEAN FDD,03/16/2020,4/9/2020
340,PDF0340,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C00A1079-0000-C1F7-B60B-1510A64F074F},HomeSmart International,HomeSmart,Disclosure Form,2021,6720,Clean 2021 HomeSmart FDD,4/1/2021,04/26/2021
341,PDF0341,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C00A1079-0000-C612-9BDE-F948A511D030},HomeSmart International,HomeSmart,Disclosure Form,2021,6720,Marked ,4/1/2021,04/26/2021
342,PDF0342,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={35E63575-F28D-497F-BE8A-8944771834A2},Red,The Original Red,Disclosure Form,2015,6733,Black-lined copy of Franchise Disclosure Document,03/30/2015,04/20/2015
